name,position,address,postalCode
Club 3000; PNC Park,40.44659538799713; -80.00641308441924,,0
Foster Plaza Building 4,40.42232988155038; -80.05849647562255,Holiday Drive,1
Citizens Bank,40.43871945049534; -79.98536914587021,1425 5th Ave,15219
McKees Rocks VFD 189,40.47473220516305; -80.06421798027144,340 Bell Ave,15136
Citizens Bank,40.46065251084208; -79.92338540244674,6112 Penn Ave,15206
Urban Tap Shadyside,40.45841371970213; -79.92521283061794,216 South Highland Avenue,15206
The Big Dipper,40.388136048082494; -79.86527144728545,,1
Scherer Lock & Supply,40.45538; -80.015059,1242 Brighton Rd,15233
South Side Comics,40.428759707947385; -79.97971900503885,11 Dewalt Ave,15203
rrott Building,40.43955012384812; -80.0013294329334,401 Wood St; Fourth Ave,15222
East Liberty Liquor Store,40.458888; -79.920862,6320 Shakespeare St,15206
Bobby's Lounge,40.375194; -79.983548,,1
rby's,40.36493; -80.020293,3700 Library Rd,15234
Duquesne University- Mellon 4 Computer Lab,40.43565962077361; -79.99201318423034,,0
Zorba's,40.43877178557546; -79.99942929276096,400 Smithfield St; at 4th Ave.,15222
te For School,40.443949; -79.955535,,15213
ice Pizzeria,40.36618361763326; -79.98452560496534,4144 Saw Mill Run Blvd,15227
St. George Lyceum,40.4211036699579; -79.99193126671645,1226 Arlington Ave,15210
s Palmas 2,40.43906305436817; -79.9551398604609,326 Atwood St,15213
PULSE Stanton House,40.47145307744152; -79.92545127868652,5615 Stanton Ave,15206
Castle Shannon T Station,40.36835998382549; -80.03024385250849,750 Castle Shannon Blvd; Mt Leanon Blcd,15228
ight Of Life Rescue Mission,40.45570951991319; -80.00594896101042,10 E North Ave; Federal St.,15212
Saint Patrick's Church,40.449475; -79.985371,1711 Liberty Ave; 17th St,15222
Mary Anne's,40.485878; -80.074849,,1
First National Bank,40.442624; -80.000128,210 Sixth Avenue; at Wood St,15222
Elks Club North Side,40.451717; -80.00089,Cedar; Lockhart,0
Eyetique,40.43164387281325; -79.92324731087639,2242 Murray Ave; at Nicholson St,15217
Mr. Rogers Memorial - Pittsburgh North Shore,40.44484146966939; -80.01382151824653,,0
Mt Pisgah Presbyterian church,40.425696; -80.046077,,15205
Pittsburgh business Times,40.42829244064093; -79.96972331760483,424 S 27th St,15203
Mt Lebanon High School Fine Arts Theatre,40.374891631606026; -80.05019333034531,,15228
Mount Washington Senior Center,40.429897; -80.00777,,15211
Fort Pitt Tunnel,40.43457024698166; -80.019371509552,I-376,15211
Rite Aid,40.43795; -79.9231422,1700 Murray Ave; Forbes Ave.,15217
Duquesne University - Administration and Chapel,40.43583722157855; -79.99282406219329,801 Bluff St; McAnulty Dr.,15219
St. Rosalia's Fish Fry,40.427305676555534; -79.94131883535208,Greenfield Avenue; Lydia Street,15207
Taylor Street Parking Plaza,40.463485080451456; -79.95048751572278,,0
Duquesne University - Carfang Commons,40.437866; -79.993948,,0
Sichuan Gourmet,40.4389798065413; -79.95511620326441,328 Atwood St,15213
stique,40.459909896675285; -79.92621409846559,,15232
Sandcastle Trail,40.40193708548027; -79.92226807588655,1000 Sandcastle Dr,15120
Frick Park Automotive,40.439790767897925; -79.8976861505436,585 S Braddock Ave,15221
Pizza Hut,40.42839834100285; -79.97740834951401,2002 E Carson St; 20th,15203
Beverly Hills Salon,40.39972775168208; -80.04418346508011,,15216
Squirrel Hill Chiropractic,40.42830442075751; -79.92474317550659,2728 Murray Ave,15217
Bower Hill Community Church,40.38477217136064; -80.06084026673766,Moffit and Pinoak,1
Hilton Garden Inn Pittsburgh Downtown,40.44011359963859; -80.00147330919265,250 Forbes Ave; btwn Market Sq & Wood St,15222
Banksville park,40.3995884439394; -80.04432085603254,,15220
Breakfast At Shelly's,40.421654; -79.99421,740 E Warrington Ave,15210
Il Pizzaiolo,40.3802433647416; -80.04465342022722,703 Washington Rd,15228
Primanti Bros.,40.450767; -79.985545,46 18th Street; btwn Smallman St & Penn Ave,15222
Mt. Lebanon Fire Department,40.38325411461012; -80.04381923266924,555 Washington Rd,15228
Bouquet Building H,40.44065558711616; -79.95556648502725,249 Oakland Ave,15213
Gaby Et Jules Patisseries et Macarons,40.43813888696896; -79.92154646452741,5837 Forbes Ave,15217
UPMC medical arts building 200,40.49023989705682; -79.89607335311128,200 Delafield Rd,15215
University Club,40.44411369693281; -79.95679502971228,123 University Pl; Thackeray Ave,15213
Social House 7,40.444109395038446; -80.00067157052577,123 7th St,15222
Huntington Bank,40.453988829848086; -79.99903595901873,600 E Ohio St,15212
Joan of Arc Theater,40.448446; -79.949171,,1
Consignments On Centre,40.45653718768429; -79.93650462010172,5503 Centre Ave,15232
Theory Suite,40.44576648674797; -79.95093554339586,,15260
Dormont Village,40.39392253838981; -80.0354950224039,2961 W Liberty Ave,15216
Center Field,40.44627268639391; -80.00551213671434,N Shore Trail (Part of the 3 Rivers Heritage Trail),15212
Squirrel Hill Jewelers,40.43519; -79.922729,1925 Murray Ave,15217
Forbes Allies Center,40.43635544146112; -79.96520566151786,,1
Mount Lebanon Farmer's Market,40.37412453932672; -80.04746999263884,975 Washington Rd,15228
Pizza Romano,40.44060027712594; -79.95700514648134,219 Atwood St,15213
North Side Dental,40.45449546221016; -80.00197923954453,,15212
Operation Better Block,40.45646211955403; -79.89681000519882,,0
Joe's Dog House,40.440639850924015; -79.94210569664942,Tech St; Margaret Morrison St,15213
llegheny Valley Bank,40.49217504681012; -79.86479016745048,,1
The Rose Garden,40.457883; -79.951293,,15224
Don Campiti's Pizzeria,40.39665949556508; -80.03559445213197,1509 Potomac Ave,15216
Carlow University Center,40.4392; -79.9634,3333 5th Ave; Craft Ave,15213
Duquesne University Footbridge,40.43495753004652; -79.99326378203452,,0
Wyndham Grand Pittsburgh Downtown,40.44168877470306; -80.00643253326416,600 Commonwealth Pl,15222
Chan An Restaurant,40.43105316373149; -79.97721260253053,2013 Wharton St,15203
Club Erotica,40.47385176885299; -80.06332678422727,826 Island Ave,15136
Carnegie Motors,40.40516898577157; -80.09047124147904,1100 Washington Ave,15106
Wings Over Pittsburgh,40.42637493566421; -79.97047211579093,2525 E Carson St,15203
Chick-fil-A,40.412649; -79.907911,480 Waterfront Dr E;,15120
Dormont Elementary,40.3945607736508; -80.04372048769869,3200 Annapolis Ave,15216
U.P.M.C Hillman Cancer Center Pharmacy,40.45468013560751; -79.94267398096157,,1
Pittsburgh Vinyl Convention,40.45571859805633; -79.95385859438692,,15213
Benny's Flower Shop,40.426357727480415; -79.97727225207302,2012 E Carson St,15203
Fitzgerald Field House,40.44352714516368; -79.96434191258686,5th Ave; at Darragh St.,15261
Julia Ward Howe School,40.3755022878164; -80.03095348865226,400 Broadmoor Ave; at Audobon Ave,15228
Trackside Restaurant,40.434946526316274; -80.00623835589744,,15219
Trick Or Treat Shadyside,40.453937; -79.924023,,15206
Citizens Bank,40.4622156; -79.9496649,4701 Liberty Ave,15224
South Side Fountain,40.42787635410452; -79.96572002959385,South 27th Street; Sidney Street,15203
Stewart Avenue Lutheran Church,40.38292860747851; -79.97709746503507,2810 Brownsville Road,0
incoln Elementary School Playground,40.38821250020246; -80.04805941969009,,0
Duquesne University - Canevin Hall,40.436144654187295; -79.99211962931622,cademic Walk; at McAnulty Dr,15219
Warwick House,40.44636825204857; -79.93777992105336,5090 Warwick Ter,15213
Daves House,40.422418633333336; -79.99892478333334,Edgemont St,15211
UPS,40.45778245623597; -80.0309753235184,1821 Beaver Ave; btw Columbus & Seymour,15233
llegheny General Morgue,40.4928904243711; -80.06102034203442,,15202
Tiernan Hall,40.43909354153141; -79.9638933851361,3333 5th Ave; Carlow University,15213
Red White & Blue Thrift Store,40.41070613103224; -80.00604162520662,890 Saw Mill Run Blvd; Bausman St,15226
Golden Palace Chinese Restaurant,40.43081827171159; -80.00748328894929,206 Shiloh St,15211
Mikes Auto Repair Service,40.400632176195565; -79.99996623954925,,0
llegheny Center,40.451846938819735; -80.0062765777916,,1
pittsburgh montessori,40.462216; -79.99295711517334,friendship ave; s graham,0
Chatham Village,40.42946186802857; -80.01709815768615,Bigham St.; Pennridge St.,15211
The Barbers Inn,40.46244168186082; -79.9236617745205,6010 Broad St; A. Highland Avenue,15206
Baldwin Borough Building,40.38292501572428; -79.956557549015,3344 Churchview Ave,15227
Sesame Inn,40.379643287573074; -80.04497362231142,715 Washington Rd,15228
Children's Hospital of Pittsburgh of UPMC Emergency Department,40.4670508571838; -79.95363458833187,4401 Penn Ave Fl 1,15224
Canevin Hall,40.43617915609168; -79.99233539237024,600 Forbes Ave,15219
Postal Services,40.44338838023096; -79.94225853100606,5000 Forbes Ave; Carnegie Mellon University,15213
East End Assembly of God,40.458896; -79.942362,,15224
inny's Pizza,40.39514370119696; -80.02186970743152,618 Brookline Blvd,15226
Subway,40.36631960556185; -79.98459152554864,4142 Sawmill Run Blvd,15227
Frick Park Off Leash Exercise Area,40.4315401409458; -79.90708620407241,Riverview Trail,15217
Wilbur Smith Associates,40.44899156666666; -80.00820128333334,503 Martindale St,15212
Family Links,40.460834; -79.868067,,0
Most Holy Name of Jesus Church,40.46432270526724; -79.98372820264366,1700 Harpster St,15212
DeBor Funeral Home,40.39213253342502; -80.01559129800759,1065 Brookline Blvd; Edgebrook,15226
Wheelhouse Bar & Grill,40.44670379426; -80.0216088560497,777 Casino Dr,15212
The Nixon Library,40.44373632011124; -79.93646636761447,,15217
PNC Park Buccos Club,40.446413; -80.005726,,15212
Pittsburgh Symphony Orchestra,40.443125862354826; -80.00207662582397,Downtown; 600 Penn Avenue; btw 6th & 7th,15222-3209
St. Paul's Episcopal Church,40.370802; -80.049508,,0
Bob Matthews Auto Repair,40.37834705788228; -79.99212786862026,2702 Saw Mill Run Blvd; Pittsburgh; PA 15227,15227
Shirley Apartments,40.44775477341125; -79.95132011896767,,0
The Art Institute of Pittsburgh,40.4475259553203; -79.98920079221676,1400 Penn Ave,15222
Chung Apartments,40.44988521090226; -79.92736439265349,,0
Family House Shadyside,40.45568323913085; -79.9398967841329,5245 Centre Ave,15232
Holland Hall 737,40.44291; -79.9564,,15213
Saint Aloysius Church,40.48984713160864; -79.99187665499767,3616 Mount Troy Rd,15212
McClure Ave Presbyterian Chuch,40.47409; -80.03502,,0
Pittsburgh Flea In The Strip,40.452655; -79.986164,,0
65 Squirrel Hill (South Oakland),40.43458437483904; -79.93991448891867,,0
Crazy Mocha,40.45794556792101; -79.93539154547729,5607 Baum Blvd; at South Fairmount St,15206
ice Pizzeria,40.361375; -80.002389,4144 Clairton Blvd (Rt. 51),15227
Jennie King Mellon Library; Chatham University,40.44987185121092; -79.92735913646567,1135 Murray Hill Rd.,15217
Moe's Tavern,40.441021298142815; -80.0055503589279,300 Liberty Ave,15222
Wendy's,40.44615578359037; -79.8931801028084,116 Peebles St; at Penn Ave.,15221
Rainy Days,40.41743301382985; -79.972974725,2338 Arlington Ave; Eleanor,15210
Hampton Hall,40.44902357897679; -79.9514983066084,166 N Dithridge St,15213
Trinity Lutheran Church,40.45456686169634; -80.01350021389585,616 W North Ave,15212
The Pumpkin Factory,40.44725799560547; -79.96994018554688,,0
Buon Giorno,40.43683962532104; -80.00085436116134,6 Smithfield St,15222
Payless,40.430808; -79.977176,,1
Banksville Plaza,40.39946879013593; -80.0441363453865,Banksville Rd.; McMonagle Ave.,15216
Bellefield Towers,40.44726055645669; -79.95192542637275,100 N Bellefield Ave; Fifth Avenue,15213
Frick Park Nature Trail,40.43687202754312; -79.89672394275678,,0
Jolina's Mediterranean Cuisine,40.392089; -80.017165,1011 Brookline Blvd,15226
The Saloon of Mt. Lebanon,40.38204472284564; -80.04443464435089,622 Washington Rd; at Academy Ave,15228
Imperial House,40.43345056872501; -79.92584229754137,5600 Munhall Rd; Beacon St.,15217
Dollar Bank,40.39299121855709; -80.06467027213657,1717 Cochran Rd,15220
Girl Scouts Western Pennsylvania,40.44819158733722; -80.00345896216442,30 Isabella St,15212
Crafton Arms,40.43594138264757; -80.07472133433448,Crafton Blvd; Broadhead Ave,15606
University Center Kidney Clinic,40.44730672677126; -79.95103389062639,,15213
Kennywood,40.386743003060445; -79.86457687213773,4800 Kennywood Blvd,15122
tria's Restaurant & Tavern,40.39364633637954; -80.04660506519545,110 Beverly Rd; at McFarland Rd.,15216
Grandview Elementary school,40.42430812434939; -79.99279958844046,,15210
Kendall Apartments,40.48987717255832; -80.048834920442,,0
Saxony Apartments,40.450507899740096; -79.95148191549812,229 N Craig St,15213
Huszar,40.456828; -79.998888,627 E North Ave,15212
Jefferson Middle School,40.38235779579697; -80.0609933989475,900-914 Ruth,0
Mint Restaurant,40.4488579054924; -80.00584521543891,,0
Grand Station IV,40.43410873413086; -80.00651550292969,,0
wrenceville Farmer's Market,40.480770462505184; -79.95543754760226,5137 Butler St,15201
Nick's Place,40.48455095681275; -80.03532035242948,1276 Benton Ave,15212
McKees Rocks,40.472023; -80.07373,,0
Residence Halls @ Byzantine Seminary,40.48426; -80.01578,,15214
Station Square Food Court,40.43608500877309; -80.0072539605167,125 W Station Square Dr,15219
West Homestead PA,40.402673297459565; -79.91749653979997,,15120
Duquesne University - Fisher Hall,40.43803107985119; -79.99231900893427,600 Forbes Ave; Duquesne University,15219
Point Park University Bookstore,40.43880060518104; -80.00162468029394,201 Wood St; at Academic Hall,15222
PNC ATM - Station Square Garage,40.434267; -80.006098,,0
Wine and Spirits Store 207,40.438494443257646; -79.99970357870704,320 Smithfield St; 3rd Ave.,15222
CVS,40.45460774866053; -79.95366736974165,,0
Family Dollar,40.45885220575994; -79.92111734680533,6320 Shakespeare St,15206
Rankin police station,40.41305509550829; -79.88058352389295,,0
University of Pittsburgh Pharmacy,40.4439211714164; -79.95568340280124,Fifth Ave.; Thackeray,15213
Ye Olde Allegheny Sandwich Shoppe,40.45225106425107; -80.01515503400552,822 Western Ave,15233
Sultan Bey,40.45460965226837; -79.9536734489102,,15213
CCAC Foerster Student Services Center,40.450197686126245; -80.01470585969403,808 Ridge Ave; at Brighton Rd,15212
Mercy Orthopedic Associates,40.435902; -79.985957,1350 Locust St; Mercy Professional Bldg.,15219
UPMC Eye Center St. Margaret,40.48996539101139; -79.89548289783444,100 Delafield Rd Ste 201,15215
iquor Store,40.4345766749853; -79.95590194017491,,15203
Costco Wholesale,40.40278014473713; -79.92155663606025,501 Waterfront Dr W,15120
Orr's Jewelers,40.43808983998427; -79.92064904994723,5857 Forbes Ave,15217
ce Hotel Pittsburgh,40.46128303294939; -79.9261482430296,120 S Whitfield St; Mignonette,15206
Dilworth Hall,40.447762321135954; -79.92497678882906,,15232
Dance America,40.49733769059685; -80.05898102581152,616 Lincoln Ave,15202
Sterling Plaza,40.44993997312113; -79.95090805390723,201 N Craig St; Bayard,15213
Pat Catans,40.46528; -80.07376,1250 Chartiers Ave,15136
Sunoco,40.38317201666667; -80.020905,601 McNeilly Rd,15226
Cuckoo's Nest,40.42839803580529; -79.97282053548963,2304 1/2 E Carson St; at S. 23rd St.,15203
The Corner Office,40.441025; -80.00603,,15222
Mifflin Elementary,40.36999809034902; -79.91314563449959,1290 Mifflin Rd; Interboro Ave.,15207
Starbucks,40.45903357; -79.92772084,5932 Penn Circle South,15206
Pittsburgh Supercomputing Center,40.44566150191088; -79.94887913442311,300 S Craig St; at Winthrop St.,15213
Braddock Carnegie Library,40.40163155739965; -79.86522666913135,419 Library St; Braddock Ave,15104
Shadyside Bridge,40.4545630132339; -79.93769590347766,,0
Forest Hills,40.42964812976616; -79.86393151394546,,0
PNC Tower,40.44050952177477; -80.00024468023642,Fifth Avenue; Wood Street,0
Pinkerton Funeral Home,40.498343; -80.061321,,1
Pizza Pronto,40.45200097458545; -79.95160758059839,4611 Centre Ave; Centre ave,15213
Subway,40.43007793550336; -80.00738229610364,219 Shiloh St; at Beam Way,15211
Murray Kosher,40.43274; -79.925943,,15217
St. John Cemetary,40.40500723873557; -79.99207318838327,,15210
Millvale Marina,40.47528962956643; -79.96852154559697,llegheny River,15606
Margaret Morrison 107,40.44205904026389; -79.94143905073062,,1
Bellefield Place,40.44815009523728; -79.95124697591281,146 N Bellefield Ave,15213
East Liberty Station,40.45941543370424; -79.92306454516374,t Ellsworth Ave.,0
28th street bridge,40.455527827688016; -79.97300511778441,28th Street,15201
Pittsburgh Tattoo Company,40.43739161770501; -80.0006040930748,103 Smithfield St,15222
East Liberty,40.46133482183401; -79.92617584148216,,15206
Carnegie Museum Of Art,40.44367999696185; -79.94947439958574,4400 Forbes Ave,15213
Cool Beans Coffee,40.43831; -79.999903,444 Liberty Ave,15222
Warrington Recreation Center,40.42101611512861; -80.00057586960543,329 E Warrington Ave; Estelle,15210
Burger King,40.4284865; -79.9795868,1820 E Carson St,15203
Frazier Farms,40.429765; -79.954585,,0
Jared L. Cohon University Center,40.44349329460666; -79.94194149971008,Carnegie Mellon University,15213
Dollar General,40.44898808264405; -79.86739889143219,1714 Laketon Road,15221
Galleria Mt Lebanon Area,40.37370453098502; -80.04922188905282,,0
Hazelwood Senior Center,40.40364294244282; -79.94240407696057,5344 2nd Ave,15207
Woodland Management,40.458817; -79.924916,201 S Highland Ave,15206
St. Benedict The Moor School,40.44957200110765; -79.9708813731461,118 Watt Street,15219
